lastPrice,stockCode,stockName
92.0,688580,伟思医疗
27.67,603156,养元饮品
50.19,605178,时空科技
7.68,603388,元成股份
6.65,300155,安居宝
23.53,603095,越剑智能
5.88,002584,西陇科学
9.96,300010,豆神教育
15.82,300106,西部牧业
4.08,600986,科达股份
14.54,688579,山大地纬
6.23,002774,快意电梯
3.11,300201,海伦哲
10.88,002895,川恒股份
29.27,300824,北鼎股份
4.66,300079,数码科技
16.82,688600,皖仪科技
10.35,002657,中科金财
9.83,002826,易明医药
14.48,002825,纳尔股份
14.48,002481,双塔食品
5.17,600830,香溢融通
5.17,600784,鲁银投资
9.3,003016,欣贺股份
5.68,300154,瑞凌股份
5.42,002012,凯恩股份
28.11,000963,华东医药
18.04,002751,易尚展示
15.72,300399,天利科技
17.78,603886,元祖股份
1.26,600555,*ST海创
5.04,300063,天龙集团
14.11,603876,鼎胜新材
9.07,300736,百邦科技
6.55,600773,西藏城投
10.58,002326,永太科技
170.2,300888,稳健医疗
7.3,002537,海联金汇
10.32,603118,共进股份
28.18,002942,新农股份
72.96,688179,阿拉丁
27.9,688106,金宏气体
4.02,600156,华升股份
2.51,002141,贤丰控股
26.35,688312,燕麦科技
179.06,688298,东方生物
45.64,002459,晶澳科技
24.57,300849,锦盛新材
10.78,300381,溢多利
8.51,000881,中广核技
10.95,605158,华达新材
9.67,002436,兴森科技
83.55,300915,海融科技
7.11,603725,天安新材
11.93,603703,盛洋科技
104.55,688229,博睿数据
9.64,300366,创意信息
2.28,600715,文投控股
14.43,002815,崇达技术
4.3,300067,安诺其
16.44,300460,惠伦晶体
13.9,300497,富祥药业
45.23,688300,联瑞新材
7.58,002616,长青集团
8.08,002416,爱施德
6.56,300189,神农科技
36.58,605177,东亚药业
6.81,603106,恒银科技
22.69,002382,蓝帆医疗
280.0,688339,亿华通-U
17.86,300718,长盛轴承
49.1,688005,容百科技
12.15,300514,友讯达
3.22,300336,新文化
37.4,300807,天迈科技
8.17,002125,湘潭电化
10.89,002044,美年健康
7.92,000635,英 力 特
18.55,300321,同大股份
6.43,300296,利亚德
254.68,603290,斯达半导
12.61,300511,雪榕生物
4.45,002083,孚日股份
21.99,002890,弘宇股份
10.62,600055,万东医疗
22.22,688313,仕佳光子-U
3.95,002491,通鼎互联
78.2,688330,宏力达
7.89,300126,锐奇股份
23.17,300594,朗进科技
22.02,688129,东来技术
4.0,600778,友好集团
9.75,300475,聚隆科技
7.0,300193,佳士科技
16.75,300183,东软载波
12.5,002779,中坚科技
12.74,603777,来伊份
7.49,300539,横河模具
9.47,601568,北元集团
14.95,300384,三联虹普
22.91,300786,国林科技
9.96,002468,申通快递
4.73,600823,世茂股份
24.64,300564,筑博设计
5.22,300307,慈星股份
42.21,300873,海晨股份
5.71,002224,三 力 士
17.12,300491,通合科技
52.1,300878,维康药业
51.1,688080,映翰通
12.22,000062,深圳华强
23.46,603858,步长制药
3.91,300157,恒泰艾普
5.62,002479,富春环保
9.77,300275,梅安森
4.15,300108,吉药控股
4.88,600303,曙光股份
4.88,300310,宜通世纪
5.85,000802,北京文化
4.63,300182,捷成股份
83.57,603416,信捷电气
29.48,603579,荣泰健康
19.49,300462,华铭智能
8.28,300392,腾信股份
8.03,600633,浙数文化
2.19,300116,保力新
10.95,002484,江海股份
100.12,688777,中控技术
16.27,300174,元力股份
12.14,300295,三六五网
5.42,600602,云赛智联
26.1,002368,太极股份
8.86,300112,万讯自控
5.66,300420,五洋停车
23.36,300633,开立医疗
8.36,002364,中恒电气
50.39,300666,江丰电子
3.93,002345,潮宏基
18.41,300439,美康生物
27.0,300378,鼎捷软件
6.38,603608,天创时尚
6.87,603058,永吉股份
3.92,600361,华联综超
8.82,300305,裕兴股份
6.86,300263,隆华科技
4.9,002308,威创股份
18.86,000021,深科技
11.02,300507,苏奥传感
50.64,003017,大洋生物
6.11,300256,星星科技
5.34,002587,奥拓电子
14.56,300668,杰恩设计
7.28,300640,德艺文创
14.56,300208,青岛中程
36.64,002541,鸿路钢构
4.61,601216,君正集团
4.61,300150,世纪瑞尔
37.36,300872,天阳科技
15.28,300625,三雄极光
38.32,300907,康平科技
24.49,603508,思维列控
5.09,300051,三五互联
18.42,002963,豪尔赛
6.78,300591,万里马
2.42,600239,云南城投
2.42,000017,*ST中华A
60.7,605369,拱东医疗
5.8,002211,宏达新材
18.12,002373,千方科技
12.08,000830,鲁西化工
3.09,300459,金科文化
46.82,300848,美瑞新材
40.4,300436,广生堂
67.92,002982,湘佳股份
18.76,603948,建业股份
24.93,688466,金科环境
22.55,002816,和科达
15.19,601163,三角轮胎
5.22,603518,锦泓集团
12.1,603936,博敏电子
19.44,688007,光峰科技
48.53,300836,佰奥智能
15.15,300531,优博讯
21.3,002955,鸿合科技
6.86,000955,欣龙控股
7.33,001696,宗申动力
2.6,300135,宝利国际
4.49,002615,哈尔斯
10.87,002106,莱宝高科
1.89,002663,普邦股份
177.24,300866,安克创新
7.24,000856,冀东装备
21.72,000004,国华网安
7.48,300419,浩丰科技
36.18,002074,国轩高科
25.08,300882,万胜智能
12.78,300559,佳发教育
6.99,002590,万安科技
21.43,300584,海辰药业
37.8,605258,协和电子
20.43,002950,奥美医疗
21.39,605388,均瑶健康
7.45,002024,苏宁易购
9.36,300588,熙菱信息
17.28,300541,先进数通
27.56,688078,龙软科技
12.7,603880,南卫股份
5.99,300281,金明精机
5.75,300444,双杰电气
4.31,000868,ST安凯
27.05,603773,沃格光电
3.83,002668,奥马电器
11.96,300647,超频三
23.2,002605,姚记科技
2.87,600297,广汇汽车
7.65,603667,五洲新春
5.02,600222,太龙药业
40.12,688077,大地熊
13.61,002907,华森制药
62.07,688357,建龙微纳
8.83,300317,珈伟新能
8.35,688055,龙腾光电
8.11,000524,岭南控股
4.53,000609,中迪投资
32.42,300571,平治信息
27.89,300755,华致酒行
8.58,603701,德宏股份
7.15,002252,上海莱士
22.13,300758,七彩化学
4.52,300282,三盛教育
10.63,300222,科大智能
16.76,300740,御家汇
16.05,002873,新天药业
24.31,300549,优德精密
3.54,300163,先锋新材
25.7,300706,阿石创
3.3,002178,延华智能
9.65,603085,天成自控
11.53,002796,世嘉科技
24.94,002603,以岭药业
16.46,300808,久量股份
4.23,002264,新 华 都
8.92,002811,郑中设计
13.14,300368,汇金股份
2.58,002263,大东南
12.42,002902,铭普光磁
7.03,300199,翰宇药业
15.7,300258,精锻科技
29.51,688578,艾力斯-U
18.7,300556,丝路视觉
5.61,000700,模塑科技
5.14,300356,光一科技
5.84,300311,任子行
16.58,300797,钢研纳克
5.6,002455,百川股份
18.43,603757,大元泵业
5.13,002776,柏堡龙
18.42,002865,钧达股份
8.86,300430,诚益通
3.26,300266,兴源环境
7.68,300077,国民技术
5.12,000518,四环生物
18.6,688377,迪威尔
10.23,603398,邦宝益智
3.95,600078,澄星股份
3.95,002206,海 利 得
11.14,600260,凯乐科技
24.83,600739,辽宁成大
11.6,603336,宏辉果蔬
10.44,300597,吉大通信
45.2,605100,华丰股份
15.76,300743,天地数码
10.19,300250,初灵信息
37.05,688015,交控科技
6.02,002137,麦达数字
11.57,002401,中远海科
27.76,300545,联得装备
5.32,002562,兄弟科技
36.31,002986,宇新股份
2.54,300071,华谊嘉信
10.85,600812,华北制药
11.07,603112,华翔股份
3.92,002519,银河电子
12.44,603721,中广天择
20.5,688389,普门科技
6.91,000615,奥园美谷
31.31,300845,捷安高科
69.72,688006,杭可科技
1.38,600568,*ST中珠
17.47,300631,久吾高科
61.02,688021,奥福环保
16.62,600066,宇通客车
2.73,300247,融捷健康
2.73,000611,ST天首
17.06,603386,广东骏亚
15.24,300484,蓝海华腾
4.32,600889,南京化纤
8.64,600285,羚锐制药
20.46,600993,马应龙
5.91,002292,奥飞娱乐
15.45,600446,金证股份
202.1,605111,新洁能
5.9,300359,全通教育
15.65,300485,赛升药业
6.35,300211,亿通科技
6.8,300299,富春股份
7.92,300410,正业科技
5.43,300304,云意电气
5.43,002863,今飞凯达
7.69,002606,大连电瓷
9.76,300134,大富科技
2.66,002610,爱康科技
3.1,000608,阳光股份
18.81,002212,天融信
7.3,300190,维尔利
9.29,603687,大胜达
6.84,002229,鸿博股份
17.65,002798,帝欧家居
17.85,603093,南华期货
7.05,000586,汇源通信
26.43,300708,聚灿光电
4.18,300269,联建光电
6.16,300044,赛为智能
7.7,002719,*ST麦趣
5.28,002533,金杯电工
13.19,600216,浙江医药
75.18,688099,晶晨股份
53.85,002557,洽洽食品
47.25,688513,苑东生物
7.25,002375,亚厦股份
8.32,300716,国立科技
20.91,300801,泰和科技
8.54,603901,永创智能
16.18,688528,秦川物联
7.41,300493,润欣科技
5.16,300032,金龙机电
15.02,605333,沪光股份
3.36,002154,报 喜 鸟
32.89,300913,兆龙互连
12.29,603329,上海雅仕
18.53,003013,地铁设计
3.12,002721,金一文化
10.25,300547,川环科技
13.13,300030,阳普医疗
8.9,002609,捷顺科技
16.23,603949,雪龙集团
31.57,300553,集智股份
42.19,688160,步科股份
16.43,300537,广信材料
35.3,600859,王府井
28.95,688310,迈得医疗
8.36,300049,福瑞股份
44.96,002978,安宁股份
18.29,002236,大华股份
7.45,000848,承德露露
316.0,688608,恒玄科技
7.9,002725,跃岭股份
11.51,002577,雷柏科技
10.37,002858,力盛赛车
34.04,002242,九阳股份
54.54,002912,中新赛克
10.14,601208,东材科技
4.73,002329,皇氏集团
17.33,688505,复旦张江
7.2,603767,中马传动
8.55,300319,麦捷科技
5.85,300180,华峰超纤
10.8,300141,和顺电气
8.55,000156,华数传媒
19.34,688596,正帆科技
8.27,002408,齐翔腾达
10.79,002771,真视通
5.05,002659,凯文教育
12.16,300374,中铁装配
3.9,002494,华斯股份
6.42,002261,拓维信息
2.75,300237,美晨生态
7.78,002425,凯撒文化
84.38,300791,仙乐健康
8.23,002208,合肥城建
24.22,002884,凌霄泵业
6.85,002786,银宝山新
50.68,300877,金春股份
11.41,603580,艾艾精工
16.43,002268,卫 士 通
6.16,300102,乾照光电
18.25,300805,电声股份
26.69,002180,纳思达
18.92,688590,新致软件
16.18,603086,先达股份
37.12,688321,微芯生物
11.2,300694,蠡湖股份
5.05,000701,厦门信达
4.83,300110,华仁药业
7.89,603900,莱绅通灵
4.38,300425,中建环能
19.7,300468,四方精创
11.6,600233,圆通速递
11.81,000011,深物业A
19.23,300686,智动力
72.29,300870,欧陆通
17.47,002943,宇晶股份
24.02,688379,华光新材
6.11,600287,江苏舜天
39.71,688136,科兴制药
38.4,300876,蒙泰高新
37.09,300136,信维通信
13.96,600380,健康元
107.09,688002,睿创微纳
1.09,002256,*ST兆新
31.15,300818,耐普矿机
6.97,000029,深深房Ａ
16.1,603037,凯众股份
5.22,002361,神剑股份
22.82,603908,牧高笛
28.68,300673,佩蒂股份
2.39,000616,海航投资
4.34,002358,森源电气
20.14,300580,贝斯特
48.93,003005,竞业达
7.36,603123,翠微股份
6.06,002207,准油股份
7.35,603316,诚邦股份
5.62,002173,创新医疗
39.95,300871,回盛生物
42.1,002007,华兰生物
4.53,002517,恺英网络
9.49,603633,徕木股份
38.6,688500,慧辰资讯
19.19,300386,飞天诚信
5.82,002620,瑞和股份
19.6,600645,中源协和
8.4,002054,德美化工
22.15,603033,三维股份
12.9,300480,光力科技
11.18,300062,中能电气
14.83,600535,天士力
9.24,603421,鼎信通讯
10.08,600373,中文传媒
5.78,002515,金字火腿
26.09,688556,高测股份
23.48,688336,三生国健
5.76,300273,和佳医疗
13.22,603029,天鹅股份
29.85,300710,万隆光电
4.26,300084,海默科技
11.28,002273,水晶光电
13.83,002723,金莱特
4.89,300076,GQY视讯
27.21,002223,鱼跃医疗
4.25,002148,北纬科技
11.47,603929,亚翔集成
15.5,002120,韵达股份
36.3,003025,思进智能
20.16,603809,豪能股份
7.85,600375,汉马科技
9.12,002117,东港股份
11.24,600776,东方通信
17.15,300398,飞凯材料
41.92,300787,海能实业
5.92,300283,温州宏丰
13.53,300479,神思电子
31.26,688013,天臣医疗
5.28,002589,瑞康医药
88.7,300999,金龙鱼
4.01,300098,高新兴
5.48,300050,世纪鼎利
5.69,000702,正虹科技
8.85,300245,天玑科技
3.37,601619,嘉泽新能
8.1,002761,多喜爱
5.87,300086,康芝药业
12.95,002582,好想你
36.61,300458,全志科技
27.7,688308,欧科亿
141.12,603160,汇顶科技
45.89,688577,浙海德曼
14.14,603138,海量数据
5.25,300352,北信源
3.23,600744,华银电力
39.75,603991,至正股份
34.1,688127,蓝特光学
79.49,688157,松井股份
19.16,300838,浙江力诺
20.09,603439,贵州三力
30.44,000951,中国重汽
5.19,002161,远 望 谷
7.98,300160,秀强股份
152.14,300763,锦浪科技
5.98,300107,建新股份
20.2,688219,会通股份
5.68,300072,三聚环保
5.68,002452,长高集团
7.36,002196,方正电机
17.24,300085,银之杰
10.5,300139,晓程科技
4.41,300105,龙源技术
14.28,002213,大为股份
22.46,605198,德利股份
14.04,300318,博晖创新
13.8,300109,新开源
10.87,600198,大唐电信
9.18,300555,路通视信
5.0,002640,跨境通
33.1,688056,莱伯泰科
7.7,603183,建研院
13.51,300494,盛天网络
19.11,002581,未名医药
64.33,688266,泽璟制药-U
8.3,300637,扬帆新材
11.08,300302,同有科技
20.5,300600,国瑞科技
6.15,000158,常山北明
31.73,300867,圣元环保
12.48,300603,立昂技术
83.88,688550,瑞联新材
3.27,000766,通化金马
3.47,300128,锦富技术
15.1,603956,威派格
7.13,300140,中环装备
5.09,002225,濮耐股份
8.55,002187,广百股份
5.9,300181,佐力药业
5.89,300466,赛摩智能
38.95,688086,紫晶存储
7.1,000722,湖南发展
10.75,300389,艾比森
4.46,300290,荣科科技
4.46,000790,华神科技
5.47,002467,二六三
4.98,002510,天汽模
5.81,002454,松芝股份
7.26,600571,信雅达
85.65,300816,艾可蓝
5.8,300284,苏交科
69.39,000860,顺鑫农业
4.97,002328,新朋股份
14.91,000555,神州信息
9.69,300330,华虹计通
40.2,000513,丽珠集团
616.1,300896,爱美客
5.56,603196,日播时尚
29.85,002747,埃斯顿
26.96,300118,东方日升
32.48,603990,麦迪科技
3.7,300217,东方电热
13.97,300428,四通新材
7.6,600160,巨化股份
90.16,688356,键凯科技
10.47,603390,通达电气
14.55,003003,天元股份
34.48,300727,润禾材料
21.9,603306,华懋科技
28.07,300857,协创数据
39.8,300812,易天股份
5.97,002538,司尔特
1.79,002619,艾格拉斯
16.3,300519,新光药业
22.65,002886,沃特股份
11.51,002820,桂发祥
8.73,000930,中粮科技
5.95,600313,农发种业
36.05,603826,坤彩科技
38.62,603927,中科软
4.95,600890,中房股份
1.98,600255,*ST鑫科
9.7,300586,美联新材
7.72,002424,贵州百灵
4.55,600415,小商品城
22.94,603708,家家悦
10.28,300432,富临精工
4.14,002168,惠程科技
54.95,300856,科思股份
10.82,002698,博实股份
34.16,002626,金达威
19.63,300501,海顺新材
10.2,603815,交建股份
4.9,300375,鹏翎股份
11.17,300251,光线传媒
4.11,300074,华平股份
12.13,300203,聚光科技
4.89,300184,力源信息
46.14,603868,飞科电器
19.55,002019,亿帆医药
9.77,600696,ST岩石
27.49,300658,延江股份
11.3,600299,安迪苏
5.65,300240,飞力达
22.4,603867,新化股份
7.4,300664,鹏鹞环保
5.05,300002,神州泰岳
10.87,603133,碳元科技
8.15,603256,宏和科技
1.94,603996,*ST中新
11.83,300235,方直科技
15.51,002227,奥 特 迅
18.03,688221,前沿生物-U
4.07,300276,三丰智能
17.8,605183,确成股份
1.16,000673,*ST当代
5.02,000676,智度股份
12.35,002201,九鼎新材
4.63,600249,两面针
15.8,603686,龙马环卫
3.08,000572,ST海马
10.58,300103,达刚控股
7.87,600093,易见股份
56.0,688338,赛科希德
5.56,600306,*ST商城
2.3,600084,ST中葡
55.16,300909,汇创达
228.68,688027,国盾量子
9.0,300472,新元科技
2.68,002188,ST巴士
4.4,600209,ST罗顿
9.56,600037,歌华有线
4.2,300292,吴通控股
2.48,603555,*ST贵人
10.11,002286,保龄宝
29.37,300828,锐新科技
10.48,002862,实丰文化
4.38,002427,ST尤夫
82.82,600702,ST舍得
23.92,603507,振江股份
35.67,300880,迦南智能
11.56,603696,安记食品
3.79,000752,*ST西发
11.54,300471,厚普股份
5.48,300641,正丹股份
1.7,002102,ST冠福
27.54,688159,有方科技
6.41,603779,ST威龙
196.09,688318,财富趋势
1.13,002147,*ST新光
3.2,002592,ST八菱
10.34,600476,湘邮科技
18.78,300461,田中精机
8.44,002251,步 步 高
3.56,000716,黑芝麻
6.55,300179,四方达
14.59,003000,华文食品
35.89,002466,天齐锂业
2.43,600355,精伦电子
12.52,300349,金卡智能
6.91,300018,中元股份
40.15,688557,兰剑智能
1.12,000587,*ST金洲
81.75,688060,云涌科技
2.61,600365,ST通葡
10.81,300130,新国都
1.08,002071,*ST长城
17.09,002852,道道全
5.38,300272,开能健康
7.89,603527,众源新材
37.1,002607,中公教育
6.63,600499,科达制造
4.83,300167,迪威迅
24.83,688588,凌志软件
20.18,300606,金太阳
13.01,300417,南华仪器
45.26,300833,浩洋股份
4.81,000917,电广传媒
35.94,688278,特宝生物
55.65,688398,赛特新材
4.62,000698,沈阳化工
7.28,300387,富邦股份
52.0,688026,洁特生物
4.79,300242,佳云科技
18.76,603536,惠发食品
31.13,688360,德马科技
29.25,300843,胜蓝股份
8.75,603178,圣龙股份
5.21,300303,聚飞光电
12.28,600785,新华百货
10.79,300166,东方国信
20.81,300846,首都在线
2.6,002323,*ST雅博
35.63,300572,安车检测
4.45,600496,精工钢构
12.95,605018,长华股份
15.54,002291,星期六
6.82,002602,世纪华通
8.66,300405,科隆股份
19.46,300859,西域旅游
7.15,300338,开元教育
5.31,000815,美利云
38.24,688277,天智航-U
43.7,300623,捷捷微电
28.49,300207,欣旺达
9.13,300478,杭州高新
8.76,300670,大烨智能
29.16,603258,电魂网络
12.39,002835,同为股份
1.82,000835,*ST长动
5.64,002388,新亚制程
41.78,300689,澄天伟业
38.13,300893,松原股份
11.62,300100,双林股份
12.87,300035,中科电气
9.42,300339,润和软件
29.3,300087,荃银高科
25.28,300438,鹏辉能源
3.25,600166,福田汽车
4.33,002310,东方园林
19.66,300831,派瑞股份
10.28,002842,翔鹭钨业
5.23,300350,华鹏飞
5.59,300335,迪森股份
36.0,300639,凯普生物
11.88,300465,高伟达
9.34,603557,起步股份
21.32,002799,环球印务
23.74,605151,西上海
13.41,000798,中水渔业
30.13,605099,共创草坪
24.75,605186,健麾信息
4.07,002564,天沃科技
9.35,002046,国机精工
8.8,002043,兔 宝 宝
6.6,000899,赣能股份
63.6,000049,德赛电池
60.3,003009,中天火箭
29.28,003026,中晶科技
11.67,002651,利君股份
8.59,001896,豫能控股
15.53,003002,壶化股份
11.36,603959,百利科技
7.73,600292,远达环保
9.72,600956,新天绿能
6.85,600207,安彩高科
